DATAFLOW,LAST UPDATE,freq,na_item,ppp_cat,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CH,2016,166,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CH,2017,160,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CH,2018,158,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CH,2019,153,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CH,2020,155,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CH,2021,157,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CH,2022,159,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CY,2012,91,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CY,2013,84,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CY,2014,81,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CY,2015,83,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CY,2016,88,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CY,2017,90,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CY,2018,91,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CY,2019,93,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CY,2020,91,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CY,2021,94,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CY,2022,94,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CY,2023,95,p
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CZ,2012,84,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CZ,2013,86,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CZ,2014,88,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CZ,2015,89,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CZ,2016,89,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CZ,2017,91,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CZ,2018,92,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CZ,2019,93,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CZ,2020,93,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CZ,2021,92,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CZ,2022,90,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,CZ,2023,91,p
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DE,2012,124,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DE,2013,125,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DE,2014,127,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DE,2015,124,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DE,2016,125,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DE,2017,124,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DE,2018,124,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DE,2019,121,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DE,2020,123,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DE,2021,119,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DE,2022,117,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DE,2023,115,p
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DK,2012,128,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DK,2013,130,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DK,2014,129,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DK,2015,128,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DK,2016,128,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DK,2017,130,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DK,2018,129,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DK,2019,126,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DK,2020,133,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DK,2021,135,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DK,2022,136,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,DK,2023,128,p
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA19,2012,108,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA19,2013,108,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA19,2014,108,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA19,2015,108,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA19,2016,108,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA19,2017,107,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA19,2018,107,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA19,2019,106,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA19,2020,105,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA19,2021,105,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA19,2022,104,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA19,2023,104,p
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA20,2012,108,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA20,2013,108,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA20,2014,107,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA20,2015,107,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA20,2016,107,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA20,2017,107,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA20,2018,106,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA20,2019,106,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA20,2020,105,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA20,2021,105,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA20,2022,104,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EA20,2023,104,p
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EE,2012,74,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EE,2013,76,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EE,2014,78,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EE,2015,76,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EE,2016,77,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EE,2017,79,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EE,2018,82,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EE,2019,83,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EE,2020,85,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EE,2021,86,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EE,2022,85,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EE,2023,81,p
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EL,2012,71,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EL,2013,72,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EL,2014,72,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EL,2015,70,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EL,2016,68,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EL,2017,67,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EL,2018,66,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EL,2019,66,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EL,2020,62,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EL,2021,63,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EL,2022,67,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EL,2023,67,p
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ES,2012,91,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ES,2013,90,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ES,2014,90,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ES,2015,91,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ES,2016,92,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ES,2017,93,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ES,2018,91,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ES,2019,91,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ES,2020,83,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ES,2021,84,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ES,2022,86,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,ES,2023,89,p
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EU27_2020,2012,100,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EU27_2020,2013,100,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EU27_2020,2014,100,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EU27_2020,2015,100,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EU27_2020,2016,100,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EU27_2020,2017,100,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EU27_2020,2018,100,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EU27_2020,2019,100,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EU27_2020,2020,100,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EU27_2020,2021,100,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EU27_2020,2022,100,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,EU27_2020,2023,100,p
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FI,2012,117,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FI,2013,115,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FI,2014,113,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FI,2015,111,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FI,2016,111,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FI,2017,111,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FI,2018,111,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FI,2019,109,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FI,2020,114,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FI,2021,112,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FI,2022,110,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FI,2023,108,p
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2012,108,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2013,110,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2014,108,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2015,107,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2016,106,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2017,104,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2018,104,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2019,106,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2020,105,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2021,103,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2022,100,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,FR,2023,101,p
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2012,62,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2013,62,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2014,60,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2015,61,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2016,62,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2017,64,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2018,65,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2019,67,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2020,65,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2021,70,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2022,73,
ESTAT:TEC00114(1.0),26/03/24 11:00:00,A,VI_PPS_EU27_2020_HAB,GDP,HR,2023,76,p
